Zeit[h],Leistung[%]
121.20240480961924,100.32369561846552
121.48296593186373,100.31912097650917
121.76352705410822,100.31453855770643
122.0440881763527,100.30994836205723
122.3246492985972,100.30535038956168
122.60521042084169,100.30074464021968
122.88577154308618,100.29613111403133
123.16633266533066,100.29150981099654
123.44689378757515,100.28688073111537
123.72745490981964,100.28224387438782
124.00801603206413,100.27759924081386
124.28857715430861,100.2729468303935
124.5691382765531,100.26828664312673
124.8496993987976,100.26361867901356
125.13026052104209,100.25894293805405
125.41082164328657,100.25425942024806
125.69138276553106,100.24956812559572
125.97194388777555,100.24486905409695
126.25250501002004,100.24016220575179
126.53306613226454,100.23544758056022
126.81362725450902,100.23072517852228
127.09418837675351,100.22599499963793
127.374749498998,100.22125704390716
127.65531062124249,100.21651131133001
127.93587174348697,100.21175780190646
128.21643286573146,100.20699651563652
128.49699398797594,100.20222745252015
128.77755511022045,100.1974506125574
129.05811623246493,100.19266599574826
129.33867735470943,100.18787360209271
129.6192384769539,100.18307343159077
129.8997995991984,100.17826548424242
130.1803607214429,100.17344976004767
130.46092184368737,100.16862625900653
130.74148296593185,100.16379498111898
131.02204408817636,100.15895592638502
131.30260521042084,100.15410909480468
131.58316633266534,100.14925448637793
131.86372745490982,100.1443921011048
132.1442885771543,100.13952193898525
132.4248496993988,100.13464400001932
132.70541082164328,100.12975828420699
132.9859719438878,100.12486479154825
133.26653306613227,100.11996352204311
133.54709418837675,100.11505447569158
133.82765531062125,100.11013765249362
134.10821643286573,100.1052130524493
134.3887775551102,100.10028067555857
134.66933867735472,100.09534052182141
134.9498997995992,100.09039259123786
135.2304609218437,100.08543688380793
135.51102204408818,100.08047339953163
135.79158316633266,100.07550213840888
136.07214428857716,100.07052310043976
136.35270541082164,100.06553628562422
136.63326653306612,100.0605416939623
136.91382765531063,100.05553932545396
137.1943887775551,100.05052918009922
137.4749498997996,100.04551125789811
137.7555110220441,100.04048555885059
138.03607214428857,100.03545208295665
138.31663326653307,100.03041083021633
138.59719438877755,100.02536180062963
138.87775551102206,100.0203049941965
139.15831663326654,100.01524041091696
139.43887775551102,100.01016805079104
139.71943887775552,100.0050879138187
140.0,100.0
